title,movieId,rating
Femme Fatale,5809,
Far from Heaven,5812,
Half Past Dead,5815,
El Crimen del Padre Amaro,5818,
Interview with the Assassin,5819,
Men with Brooms,5829,
Return to the Blue Lagoon,5841,
The Emperor's Club,5873,
Friday After Next,5874,
The Quiet American,5876,
Extreme Ops,5880,
They,5883,
Analyze That,5900,
Adaptation.,5902,
The Best Little Whorehouse in Texas,5927,
Drumline,5941,
Maid in Manhattan,5943,
Star Trek: Nemesis,5944,
About Schmidt,5945,
25th Hour,5954,
Antwone Fisher,5955,
Two Weeks Notice,5957,
The Wild Thornberrys Movie,5958,
Narc,5959,
My Girl,5970,
Chicago,5991,
The Hours,5992,
Nicholas Nickleby,5994,
Confessions of a Dangerous Mind,6003,
Just Married,6006,
A Guy Thing,6012,
Kangaroo Jack,6013,
Darkness Falls,6040,
The Guru,6060,
May,6063,
Firefox,6078,
How to Lose a Guy in 10 Days,6155,
Shanghai Knights,6156,
All the Real Girls,6159,
Gerry,6162,
The Black Stallion,6170,
Dark Blue,6185,
Gods and Generals,6186,
The Life of David Gale,6187,
Old School,6188,
Spider,6197,
The Slaughter Rule,6207,
Bringing Down the House,6212,
Tears of the Sun,6213,
Irréversible,6214,
Nirgendwo in Afrika,6216,
Bend It Like Beckham,6218,
The Hunted,6219,
Spun,6223,
Sweet Charity,6245,
Boat Trip,6249,
Dreamcatcher,6250,
The Robe,6260,
Basic,6263,
The Core,6264,
Head of State,6265,
What a Girl Wants,6266,
Raising Victor Vargas,6268,
The Good Thief,6279,
DysFunktional Family,6284,
House of 1000 Corpses,6290,
Lilja 4-Ever,6291,
Bulletproof Monk,6294,
Chasing Papi,6295,
A Mighty Wind,6296,
Holes,6297,
Malibu's Most Wanted,6298,
Le peuple migrateur,6299,
The Andromeda Strain,6303,
Legal Eagles,6308,
The Wiz,6316,
Confidence,6322,
The Lizzie McGuire Movie,6332,
Owning Mahowny,6337,
Daddy Day Care,6338,
L'Auberge espagnole,6370,
Wrong Turn,6379,
Whale Rider,6385,
Dumb and Dumberer: When Harry Met Lloyd,6482,
Hollywood Homicide,6484,
Alex & Emma,6493,
Flight of the Intruder,6518,
"Legally Blonde 2: Red, White & Blonde",6535,
Sinbad: Legend of the Seven Seas,6536,
Swimming Pool,6538,
Northfork,6547,
Johnny English,6550,
Dirty Pretty Things,6552,
Seabiscuit,6565,
Spy Kids 3-D: Game Over,6566,
Los lunes al sol,6571,
Gigli,6587,
S.W.A.T.,6595,
Freddy vs. Jason,6615,
Open Range,6617,
少林足球,6618,
American Splendor,6620,
Agent Cody Banks,6624,
Commando,6664,
The Medallion,6686,
Jeepers Creepers 2,6695,
The Order,6703,
Once Upon a Time in Mexico,6709,
Day of the Dead,6731,
The Rose,6735,
Secondhand Lions,6753,
Bubba Ho-tep,6755,
Duplex,6763,
The Rundown,6764,
Under the Tuscan Sun,6765,
Mambo Italiano,6769,
My Life Without Me,6770,
Les triplettes de Belleville,6773,
Videodrome,6774,
Judgment at Nuremberg,6777,
Boyz n the Hood,6796,
PCU,6811,
In Cold Blood,6852,
Out of Time,6862,
The Station Agent,6867,
Wonderland,6868,
Intolerable Cruelty,6873,
Pieces of April,6881,
Veronica Guerin,6884,
In the Cut,6885,
Radio,6887,
The Singing Detective,6892,
Shattered Glass,6932,
Master and Commander: The Far Side of the World,6947,
The Cat in the Hat,6951,
Gothika,6952,
Les Invasions barbares,6954,
Bad Santa,6957,
The Haunted Mansion,6958,
Timeline,6959,
Slacker,6978,
WarGames,6979,
Ordet,6981,
The First Great Train Robbery,6990,
Hoffa,6997,
Hudson Hawk,7000,
Kindergarten Cop,7004,
Silverado,7027,
Nothing to Lose,7048,
Red River,7070,
42nd Street,7080,
A Passage to India,7087,
英雄,7090,
The Front Page,7093,
1941,7104,
The Cooler,7137,
Honey,7142,
Something's Gotta Give,7149,
Stuck on You,7150,
Girl with a Pearl Earring,7151,
The Statement,7152,
Mona Lisa Smile,7154,
House of Sand and Fog,7158,
Monster,7160,
Cheaper by the Dozen,7161,
Cold Mountain,7162,
Paycheck,7163,
Along Came Polly,7173,
Osama,7177,
Only the Strong,7192,
The Adventures of Ford Fairlane,7193,
สุริโยไท,7248,
Win a Date with Tad Hamilton!,7255,
Touching the Void,7256,
The Big Bounce,7257,
Latter Days,7260,
Miracle,7263,
The Lost Skeleton of Cadavra,7266,
Thirteen,7285,
Welcome to Mooseport,7294,
Against the Ropes,7315,
Confessions of a Teenage Drama Queen,7316,
EuroTrip,7317,
Club Dread,7319,
"Good bye, Lenin!",7323,
Hidalgo,7324,
Starsky & Hutch,7325,
The Girl Next Door,7346,
Jersey Girl,7366,
The Ladykillers,7367,
Scooby-Doo 2: Monsters Unleashed,7369,
Home on the Range,7374,
The Prince & Me,7375,
Walking Tall,7376,
The Alamo,7379,
Ella Enchanted,7380,
The Whole Ten Yards,7381,
Connie and Carla,7437,
The Punisher,7439,
Envy,7448,
Godsend,7449,
Laws of Attraction,7450,
New York Minute,7453,
You Only Live Twice,7569,
Octopussy,7570,
Never Say Never Again,7573,
Body Double,7616,
Raising Cain,7636,
Pierrot le fou,7748,
Cypher,7827,
Woodstock,7836,
Pat Garrett & Billy the Kid,7889,
The Ballad of Cable Hogue,7897,
A Bridge Too Far,7980,
Death Race 2000,7991,
Mean Streets,8042,
Harper,8056,
Charly,8147,
Beyond the Valley of the Dolls,8196,
Escape from Alcatraz,8340,
Raising Helen,8362,
Soul Plane,8363,
Saved!,8366,
Mindhunters,8369,
Garfield,8372,
The Stepford Wives,8373,
Napoleon Dynamite,8376,
Police Academy: Mission to Moscow,8387,
State Fair,8460,
Super Size Me,8464,
Show Boat,8502,
Around the World in 80 Days,8526,
Dear Frankie,8530,
White Chicks,8531,
Deux frères,8534,
De-Lovely,8535,
Fahrenheit 9/11,8622,
Before Sunset,8638,
Sleepover,8642,
A Cinderella Story,8643,
"María, llena eres de gracia",8645,
Catwoman,8666,
A Home at the End of the World,8667,
Bon voyage,8779,
The Manchurian Candidate,8781,
Garden State,8784,
A Funny Thing Happened on the Way to the Forum,8796,
Little Black Book,8799,
Code 46,8800,
Harold & Kumar Go to White Castle,8807,
The Princess Diaries 2: Royal Engagement,8808,
Without a Paddle,8814,
Anacondas: The Hunt for the Blood Orchid,8830,
Suspect Zero,8831,
Vanity Fair,8833,
Paparazzi,8835,
Wicker Park,8836,
Superbabies: Baby Geniuses 2,8859,
Cellular,8860,
Mr. 3000,8864,
Sky Captain and the World of Tomorrow,8865,
Wimbledon,8866,
The Last Shot,8871,
Ladder 49,8908,
I Heart Huckabees,8910,
Raise Your Voice,8911,
Primer,8914,
Shall We Dance?,8916,
Team America: World Police,8917,
Eulogy,8918,
Tarnation,8938,
Being Julia,8943,
Alfie,8948,
Sideways,8949,
Vera Drake,8951,
Ray,8958,
Kinsey,8966,
After the Sunset,8968,
Bridget Jones: The Edge of Reason,8969,
The SpongeBob SquarePants Movie,8974,
Closer,8981,
十面埋伏,8983,
Die Büchse der Pandora,25763,
She Done Him Wrong,25801,
The Lady from Shanghai,25940,
A Charlie Brown Christmas,26133,
Point Blank,26172,
"Yours, Mine and Ours",26198,
High Anxiety,26386,
"New York, New York",26391,
Sorcerer,26393,
Twilight Zone: The Movie,26492,
The Ice Pirates,26513,
Anne of Green Gables,26528,
Light Sleeper,26737,
Quigley Down Under,26750,
Johnny Suede,26775,
Fortress,26819,
2046,27266,
The Brown Bunny,27664,
11:14,27674,
Un long dimanche de fiançailles,27721,
The Jacket,27788,
Mar adentro,27803,
Spanglish,27808,
Les Choristes,27815,
Saints and Soldiers,27816,
The Interpreter,27821,
Open Water,27822,
Layer Cake,27831,
Возвращение,27834,
Flight of the Phoenix,27837,
Mean Creek,27838,
The Ring Two,27839,
Så som i himmelen,27857,
태극기 휘날리며,27869,
Riding Giants,27882,
What the #$*! Do We (K)now!?,27899,
A Scanner Darkly,27904,
Hotel Rwanda,30749,
The Life Aquatic with Steve Zissou,30810,
The Phantom of the Opera,30816,
Beyond the Sea,30818,
In Good Company,30822,
The Merchant of Venice,30850,
Fat Albert,30883,
White Noise,30894,
The Upside of Anger,30898,
Imaginary Heroes,31114,
Elektra,31221,
Coach Carter,31225,
Beastmaster 2: Through the Portal of Time,31290,
Sommersturm,31408,
Assault on Precinct 13,31420,
Are We There Yet?,31422,
Hide and Seek,31427,
Boogeyman,31431,
The Wedding Date,31433,
Steamboy,31660,
Inside Deep Throat,31689,
Bride & Prejudice,31694,
Because of Winn-Dixie,31700,
Ночной дозор,31804,
功夫,31878,
The Pacifier,32017,
Be Cool,32019,
Hostage,32029,
Julia,32234,
Ice Princess,32289,
Miss Congeniality 2: Armed and Fabulous,32296,
Guess Who,32298,
Sahara,32596,
Fever Pitch,32598,
The Amityville Horror,33085,
A Lot Like Love,33145,
xXx: State of the Union,33158,
House of Wax,33164,
Unleashed,33437,
Kicking & Screaming,33495,
Monster-in-Law,33499,
Mad Hot Ballroom,33639,
The Longest Yard,33646,
Cinderella Man,33660,
The Sisterhood of the Traveling Pants,33669,
Lords of Dogtown,33672,
The Adventures of Sharkboy and Lavagirl,33681,
Haute tension,33683,
My Summer of Love,33817,
Saint Ralph,33826,
Herbie Fully Loaded,33830,
Land of the Dead,33834,
Rize,33838,
Me and You and Everyone We Know,33880,
La Marche de l'empereur,34072,
Dark Water,34143,
Murderball,34153,
Hustle & Flow,34271,
The Devil's Rejects,34323,
Sky High,34332,
Stealth,34334,
Must Love Dogs,34336,
The Dukes of Hazzard,34520,
The Chumscrubber,34523,
Deuce Bigalow: European Gigolo,34530,
The Skeleton Key,34532,
Four Brothers,34534,
The Great Raid,34536,
Red Eye,35957,
Valiant,36397,
The Brothers Grimm,36401,
The Cave,36509,
The Constant Gardener,36517,
Just Like Heaven,36525,
Cry_Wolf,36533,
Doom,37380,
Domino,37382,
Waiting...,37384,
Æon Flux,37386,
An Unfinished Life,37475,
The Man,37477,
The Exorcism of Emily Rose,37720,
Flightplan,37727,
A History of Violence,37733,
Oliver Twist,37736,
The Greatest Game Ever Played,37739,
Capote,37741,
Into the Blue,37853,
Mirrormask,37857,
The Curse of the Were-Rabbit,38038,
The Squid and the Whale,38886,
Elizabethtown,39231,
North Country,39234,
"Good Night, and Good Luck.",39292,
Dreamer: Inspired By a True Story,39307,
The Proposition,39381,
Shopgirl,39414,
Where the Truth Lies,39419,
The Weather Man,39444,
Manderlay,39869,
Jarhead,40278,
Dead Man's Shoes,40412,
Joyeux Noël,40414,
Get Rich or Die Tryin',40574,
Syriana,40583,
Derailed,40614,
Walk the Line,40819,
Rent,40826,
Zathura: A Space Adventure,40851,
Memoirs of a Geisha,41571,
The Family Stone,41573,
The Matador,41716,
The Three Burials of Melquiades Estrada,41863,
Munich,41997,
The Producers,42002,
Transamerica,42004,
Cheaper by the Dozen 2,42009,
Fun with Dick and Jane,42011,
The New World,42418,
친절한 금자씨,42632,
Banlieue 13,42718,
BloodRayne,42721,
Grandma's Boy,42725,
Glory Road,42730,
Last Holiday,42732,
Hoodwinked!,42734,
Water,43333,
The World's Fastest Indian,43396,
Bandidas,43419,
Big Momma's House 2,43558,
Nanny McPhee,43560,
Dave Chappelle's Block Party,43708,
Imagine Me & You,43744,
The Call of Cthulhu,43832,
The Pink Panther,43836,
Curious George,43869,
Firewall,43871,
When a Stranger Calls,43904,
London,43908,
Eight Below,43917,
Date Movie,43919,
Running Scared,43921,
Ultraviolet,43928,
Just My Luck,43930,
Pulse,43932,
16 Blocks,43936,
Failure to Launch,44004,
She's the Man,44193,
Thank You for Smoking,44195,
Find Me Guilty,44197,
Tsotsi,44204,
Aquamarine,44225,
The Hills Have Eyes,44397,
Take the Lead,44613,
Volver,44694,
Akeelah and the Bee,44709,
Stay Alive,44731,
Basic Instinct 2,44759,
Slither,44828,
The Benchwarmers,44840,
Renaissance,44849,
Friends with Money,44864,
Scary Movie 4,44972,
Hard Candy,44974,
A Prairie Home Companion,45028,
The Sentinel,45062,
ต้มยำกุ้ง,45183,
United 93,45210,
Stick It,45221,
Down in the Valley,45382,
Poseidon,45442,
The Break-Up,45501,
Nacho Libre,45666,
The Lake House,45668,
"You, Me and Dupree",45726,
Clerks II,45728,
Lady in the Water,45730,
My Super Ex-Girlfriend,45732,
Marie Antoinette,45880,
Who Killed the Electric Car?,45928,
An Inconvenient Truth,45950,
Garfield: A Tail of Two Kitties,46337,
The Oh in Ohio,46574,
Wordplay,46850,
Little Man,46865,
End of the Spear,46919,
Snakes on a Plane,46965,
Scoop,46967,
Talladega Nights: The Ballad of Ricky Bobby,46970,
World Trade Center,46974,
Stranger Than Fiction,46976,
The Ant Bully,47124,
The Night Listener,47261,
Zoom,47384,
Half Nelson,47423,
The Queen,47629,
Beerfest,47640,
Crossover,47815,
The Wind That Shakes the Barley,47894,
Severance,47937,
The Covenant,47952,
Sherrybaby,47978,
Idiocracy,47997,
The Fountain,48043,
The Black Dahlia,48142,
Flyboys,48319,
Jackass Number Two,48322,
Open Season,48414,
The Texas Chainsaw Massacre: The Beginning,48518,
Employee of the Month,48520,
Stormbreaker,48522,
Running with Scissors,48560,
The Grudge 2,48591,
Man of the Year,48593,
The Marine,48596,
Little Children,48696,
The Last King of Scotland,48738,
Shortbus,48744,
Flags of Our Fathers,48783,
Flicka,48791,
For Your Consideration,49220,
Bobby,49280,
Harsh Times,49314,
Charlotte's Web,49647,
Rocky Balboa,49651,
The Painted Veil,49772,
Dreamgirls,49824,
Freedom Writers,49910,
The History Boys,49957,
Notes on a Scandal,49961,
滿城盡帶黃金甲,50005,
The Good German,50064,
Letters from Iwo Jima,50068,
Black Christmas,50147,
Miss Potter,50160,
Arthur et les Minimoys,50162,
Old Joy,50259,
Waitress,50685,
Smokin' Aces,50794,
Epic Movie,50798,
Because I Said So,50802,
Hannibal Rising,50804,
"Paris, je t'aime",50912,
The Astronaut Farmer,50923,
Music and Lyrics,51084,
Reno 911!: Miami,51088,
Black Snake Moan,51091,
Factory Girl,51174,
Wild Hogs,51575,
괴물,51709,
Becoming Jane,51834,
The Namesake,51884,
Premonition,51925,
Reign Over Me,51931,
The Hills Have Eyes II,51937,
TMNT,51939,
Blades of Glory,52245,
Aqua Teen Hunger Force Colon Movie Film for Theaters,52462,
In the Land of Women,52668,
Mr. Bean's Holiday,52694,
This Is England,52952,
Hairspray,52975,
Once,53123,
Gracie,53133,
88 Minutes,53207,
Hostel: Part II,53435,
Surf's Up,53460,
Nancy Drew,53466,
Fido,53468,
Rescue Dawn,53550,
Sicko,53894,
Death at a Funeral,53956,
License to Wed,53974,
Across the Universe,54190,
Hot Rod,54256,
No Reservations,54276,
Charlie Bartlett,54281,
You Kill Me,54331,
Rush Hour 3,54648,
Sydney White,54734,
The Kingdom,54736,
Daddy Day Camp,54768,
The Invasion,54771,
War,54775,
Death Sentence,54787,
"4 luni, 3 săptămîni și 2 zile",55069,
No End in Sight,55071,
In the Valley of Elah,55094,
The Hunting Party,55116,
Eastern Promises,55118,
Good Luck Chuck,55245,
The Game Plan,55250,
We Own the Night,55272,
Elizabeth: The Golden Age,55274,
Michael Clayton,55276,
Lars and the Real Girl,55280,
30 Days of Night,55282,
The Assassination of Jesse James by the Coward Robert Ford,55363,
Persepolis,55442,
Control,55444,
Why Did I Get Married?,55566,
Tropa de Elite,55721,
Martian Child,55732,
Le scaphandre et le papillon,55814,
Be Kind Rewind,55830,
August Rush,55872,
The Man from Earth,55908,
Beowulf,55995,
Southland Tales,56003,
Awake,56169,
I'm Not There.,56286,
The Savages,56333,
El orfanato,56339,
The Kite Runner,56607,
Butterfly on a Wheel,56633,
Wristcutters: A Love Story,56715,
Charlie Wilson's War,56788,
Aliens vs Predator: Requiem,56801,
Walk Hard: The Dewey Cox Story,56805,
The Great Debaters,56885,
디워,57223,
In the Name of the King: A Dungeon Siege Tale,57326,
Untraceable,57526,
Meet the Spartans,57532,
سكر بنات,57792,
Teeth,57910,
Fool's Gold,57951,
"Definitely, Maybe",58047,
Vantage Point,58103,
The Spiderwick Chronicles,58105,
Step Up 2: The Streets,58107,
Witless Protection,58146,
The Other Boleyn Girl,58154,
Semi-Pro,58156,
Taxi to the Dark Side,58191,
The Bank Job,58295,
Doomsday,58297,
Funny Games,58301,
Монгол,58306,
The Love Guru,58315,
What Just Happened,58432,
Never Back Down,58627,
Drillbit Taylor,58655,
La misma luna,58706,
Leatherheads,58839,
Shine a Light,58879,
Nim's Island,58972,
The Ruins,58975,
Superhero Movie,59014,
Street Kings,59016,
Harold & Kumar Escape from Guantanamo Bay,59022,
Speed Racer,59037,
The Forbidden Kingdom,59103,
Religulous,59126,
Baby Mama,59258,
Prom Night,59306,
Made of Honor,59333,
Stargate: The Ark of Truth,59392,
"War, Inc.",59594,
Lake of Fire,59684,
The Wackness,60293,
Meet Dave,60516,
Space Chimps,60649,
The X Files: I Want to Believe,60760,
Man on Wire,60766,
Pathology,60832,
Frozen River,60943,
Chi bi,61026,
The Sisterhood of the Traveling Pants 2,61071,
High School Musical 2,61123,
Vals Im Bashir,61236,
The House Bunny,61250,
Disaster Movie,61348,
Babylon A.D.,61350,
The Women,61361,
The Spirit,61401,
Bangkok Dangerous,61465,
Lakeview Terrace,61705,
Ghost Town,61729,
How to Lose Friends & Alienate People,62113,
Nick and Norah's Infinite Playlist,62155,
Rachel Getting Married,62344,
City of Ember,62376,
Max Payne,62394,
Zack and Miri Make a Porno,62434,
W.,62437,
"Synecdoche, New York",62511,
Die Welle,62644,
Quarantine,62733,
Pride and Glory,62792,
RockNRolla,62849,
High School Musical 3: Senior Year,62912,
Role Models,63131,
Saw V,63436,
Sex Drive,63479,
Soul Men,63481,
Beverly Hills Chihuahua,63540,
Entre les murs,63808,
Australia,63853,
Milk,63876,
Four Christmases,64032,
Fireproof,64114,
Cadillac Records,64229,
Doubt,64575,
Frost/Nixon,64620,
The Reader,64622,
Choke,65126,
Revolutionary Road,65130,
Poultrygeist: Night of the Chicken Dead,65310,
Wendy and Lucy,65418,
The Tale of Despereaux,65577,
Bride Wars,65585,
My Bloody Valentine,65601,
Los cronocrímenes,65642,
Inkheart,65685,
Paul Blart: Mall Cop,65802,
Eden Lake,66090,
The International,66198,
Two Lovers,66200,
My Name Is Bruce,66427,
Funny People,66509,
Madea Goes to Jail,66659,
Away We Go,66665,
"좋은 놈, 나쁜 놈, 이상한 놈",66785,
"I Love You, Man",67087,
Duplicity,67193,
Ong Bak 2,67252,
Sunshine Cleaning,67267,
Der Baader Meinhof Komplex,67508,
Observe and Report,67695,
Adventureland,67734,
Dragonball Evolution,67867,
The Boat That Rocked,68073,
State of Play,68159,
The Damned United,68194,
Crank: High Voltage,68205,
The Young Victoria,68269,
The Brothers Bloom,68848,
The Soloist,68932,
Dance Flick,68965,
New in Town,69253,
Død snø,69275,
Land of the Lost,69278,
Year One,69436,
Whatever Works,69604,
My Sister's Keeper,69712,
Brüno,69784,
Men of War,69821,
Aliens in the Attic,70282,
Julie & Julia,70293,
Race to Witch Mountain,70305,
Jerusalema,70465,
"The Goods: Live Hard, Sell Hard",70565,
Adam,70567,
The Time Traveler's Wife,70599,
"I Love You, Beth Cooper",70663,
G-Force,70697,
Bronson,70728,
Post Grad,70898,
Taking Woodstock,70984,
Halloween II,70994,
El secreto de sus ojos,71033,
Das weisse Band,71108,
Pandorum,71135,
The Men Who Stare at Goats,71156,
Jennifer's Body,71205,
The Informant!,71211,
Extract,71248,
The Final Destination,71252,
Gamer,71254,
"Food, Inc.",71282,
World's Greatest Dad,71429,
A Serious Man,71464,
City Island,71466,
Ink,71468,
Whip It,71518,
The Invention of Lying,71520,
Next Day Air,71533,
Whiteout,71573,
An Education,71579,
Couples Retreat,71668,
Where the Wild Things Are,71745,
Saw VI,72129,
Michael Jackson's This Is It,72131,
Cirque du Freak: The Vampire's Assistant,72165,
Astro Boy,72209,
Gentlemen Broncos,72224,
The Box,72380,
The Fourth Kind,72393,
Precious,72395,
The Bad Lieutenant: Port of Call - New Orleans,72405,
The Messenger,72479,
Ninja Assassin,72489,
Brothers,72605,
Sleep Dealer,72630,
Old Dogs,72696,
Planet 51,72701,
A Single Man,72720,
Everybody's Fine,72741,
Armored,72762,
Did You Hear About the Morgans?,72919,
It's Complicated,73015,
Crazy Heart,73023,
Alvin and the Chipmunks: The Squeakquel,73042,
Carriers,73168,
Pontypool,73211,
Youth in Revolt,73266,
Daybreakers,73268,
Leap Year,73319,
Soul Kitchen,73587,
Chasseurs de dragons,73664,
Nowhere Boy,73860,
Legion,73929,
Edge of Darkness,74156,
Triangle,74228,
I Love You Phillip Morris,74275,
The House of the Devil,74370,
Fish Tank,74416,
The Wolfman,74452,
Cop Out,74532,
The Ghost Writer,74545,
The Spy Next Door,74580,
Agora,74624,
The Crazies,74685,
My Name Is Khan,74787,
Green Zone,74795,
From Paris with Love,74851,
Brooklyn's Finest,74944,
She's Out of My League,74946,
Harry Brown,74948,
Our Family Wedding,75803,
The Bounty Hunter,75805,
Repo Men,75985,
Case 39,76030,
Oceans,76054,
Micmacs à tire-larigot,76173,
Defendor,76210,
The Runaways,76763,
Diary of a Wimpy Kid,77206,
Κυνόδοντας,77307,
The Losers,77364,
Cyrus,77421,
Four Lions,77800,
Killers,78041,
Buried,78088,
Please Give,78116,
Sex and the City 2,78174,
Get Him to the Greek,78209,
The Back-Up Plan,78264,
Splice,78266,
Letters to Juliet,78316,
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,78321,
Exam,78349,
Jonah Hex,78467,
Winter's Bone,78574,
Enter the Void,78836,
The Kids Are All Right,79242,
Dinner for Schmucks,79428,
Charlie St. Cloud,79588,
Centurion,79796,
Piranha 3D,79879,
The Joneses,79946,
The American,80126,
The Switch,80166,
Going the Distance,80241,
Vampires Suck,80350,
Eat Pray Love,80551,
Flipped,80586,
Wall Street: Money Never Sleeps,80590,
Legend of the Guardians: The Owls of Ga'Hoole,80615,
It's Kind of a Funny Story,80693,
Let Me In,80831,
Secretariat,80839,
Lake Mungo,80844,
Devil,80846,
You Again,80858,
You Will Meet a Tall Dark Stranger,80864,
Inside Job,80906,
Monsters,80917,
Never Let Me Go,80969,
Rubber,81132,
Jackass 3D,81156,
Paranormal Activity 2,81417,
Hereafter,81512,
Saw 3D,81535,
Fair Game,81641,
Morning Glory,81784,
Biutiful,81819,
The Loved Ones,82041,
Skyline,82095,
Beastly,82152,
Tiny Furniture,82173,
All Good Things,82378,
Another Year,82463,
How Do You Know,82499,
Barney's Version,82527,
Gulliver's Travels,82854,
Burlesque,83086,
Tucker and Dale vs Evil,83134,
Yogi Bear,83177,
Made in Dagenham,83270,
The Warrior's Way,83374,
The Dilemma,83910,
The Rite,84395,
Cedar Rapids,84615,
Emma,84847,
Take Me Home Tonight,84950,
Hall Pass,85022,
Mars Needs Moms,85261,
"Big Mommas: Like Father, Like Son",85399,
Super,85401,
Trolljegeren,85412,
Hobo with a Shotgun,85796,
Diary of a Wimpy Kid: Rodrick Rules,86014,
Hop,86059,
Water for Elephants,86548,
Incendies,86781,
Something Borrowed,86817,
Priest,86835,
The Beaver,86852,
Attack the Block,87192,
Submarine,87234,
Everything Must Go,87298,
Beginners,87304,
Mr. Popper's Penguins,87483,
Larry Crowne,87522,
Your Highness,87529,
Takers,87785,
The Perfect Host,88118,
The Guard,88235,
Winnie the Pooh,88267,
Dylan Dog: Dead of Night,88380,
Our Idiot Brother,88672,
The Change-Up,88785,
30 Minutes or Less,88812,
The Conspirator,88950,
A Very Harold & Kumar Christmas,88954,
Fright Night,89030,
Another Earth,89039,
Hesher,89047,
Stake Land,89072,
The Debt,89085,
Colombiana,89087,
Freakonomics,89102,
Prom,89194,
Red State,89343,
I Don't Know How She Does It,89388,
Shark Night,89427,
Tinker Tailor Soldier Spy,89753,
جدایی نادر از سیمین,89759,
A Dangerous Method,89761,
Kill List,89837,
Killer Elite,89840,
Take Shelter,90057,
Martha Marcy May Marlene,90374,
We Need to Talk About Kevin,90376,
Margaret,90428,
Carnage,90430,
Margin Call,90439,
Paranormal Activity 3,90469,
What's Your Number?,90576,
Hodejegerne,90600,
J. Edgar,90719,
Jack and Jill,90890,
The Muppets,91094,
My Week with Marilyn,91134,
Weekend,91199,
The Sitter,91323,
Extremely Loud & Incredibly Close,91325,
Arthur Christmas,91414,
Bullet to the Head,91483,
Womb,91505,
Young Adult,91622,
New Year's Eve,91628,
The Darkest Hour,91660,
Albert Nobbs,91673,
Salvation Boulevard,91688,
Contraband,91842,
Joyful Noise,91873,
Dolphin Tale,91886,
The Iron Lady,91890,
Haywire,92008,
Red Tails,92234,
One for the Money,92264,
The Innkeepers,92309,
The Art of Getting By,92439,
"For a Good Time, Call...",92665,
October Baby,93061,
Courageous,93265,
The Big Year,93287,
"Jeff, Who Lives at Home",93512,
Lockout,93563,
Casa De Mi Padre,93693,
The Three Stooges,93980,
The Raven,93982,
The Best Exotic Marigold Hotel,94070,
The Five-Year Engagement,94266,
Think Like a Man,94323,
Sound of My Voice,94799,
The Pirates! In an Adventure with Scientists!,94833,
Bernie,94896,
Wanderlust,94953,
A Thousand Words,95067,
Safety Not Guaranteed,95088,
Your Sister's Sister,95135,
What to Expect When You're Expecting,95199,
To Rome with Love,95201,
Rock of Ages,95307,
Seeking a Friend for the End of the World,95309,
Beasts of the Southern Wild,95558,
Savages,95583,
Killer Joe,95761,
The Campaign,96110,
ParaNorman,96281,
Celeste & Jesse Forever,96314,
Premium Rush,96417,
The Possession,96490,
Bachelorette,96565,
The Cold Light of Day,96590,
Samsara,96606,
That's My Boy,96616,
Robot & Frank,96655,
The Master,96728,
Holy Motors,96832,
Sparkle,96849,
Alex Cross,97742,
Here Comes the Boom,97836,
Killing Them Softly,97860,
The Sessions,97870,
Anna Karenina,97936,
Amour,98056,
Indie Game: The Movie,98122,
Vamps,98175,
Deadfall,98296,
The Guilt Trip,99106,
Quartet,99220,
Parental Guidance,99415,
The Collection,99470,
Promised Land,99574,
"Batman: The Dark Knight Returns, Part 2",99813,
Movie 43,100083,
Safe Haven,100527,
Jagal,100556,
Before Midnight,100714,
The Incredible Burt Wonderstone,101283,
The Brass Teapot,101529,
Admission,101612,
42,101895,
Frances Ha,102800,
The Way Way Back,102993,
20 Feet from Stardom,103107,
La migliore offerta,103235,
Sharknado,103596,
Fruitvale Station,103624,
Drinking Buddies,103801,
Coffee Town,103819,
La grande bellezza,103984,
The Smurfs 2,104076,
The Frozen Ground,104441,
해운대,104590,
Getaway,104760,
Out of the Furnace,104881,
The To Do List,105037,
Inescapable,105121,
Nebraska,105197,
Enough Said,105211,
Runner Runner,105351,
Machete Kills,105585,
Just Wright,105715,
The Counselor,105755,
All Is Lost,105954,
Jackass Presents: Bad Grandpa,106062,
Last Vegas,106330,
Philomena,106438,
Ida,106452,
Delivery Man,106540,
Inside Llewyn Davis,106766,
Mandela: Long Walk to Freedom,106839,
All Is Bright,106883,
Grudge Match,107702,
Paranormal Activity: The Marked Ones,107769,
Ride Along,108156,
Yeh Jawaani Hai Deewani,108514,
"I, Frankenstein",108689,
Winter's Tale,109191,
About Last Night,109372,
Obvious Child,109740,
Cheap Thrills,109742,
Mr. Peabody & Sherman,109846,
Bad Words,109895,
Muppets Most Wanted,110297,
Draft Day,110453,
Brick Mansions,110826,
Blue Ruin,111384,
Million Dollar Arm,111795,
Think Like a Man Too,112303,
They Came Together,112450,
Tammy,112497,
And So It Goes,112749,
A Most Wanted Man,112940,
Get on Up,113207,
Housebound,113252,
The Hundred-Foot Journey,113275,
"As Above, So Below",113780,
The Skeleton Twins,114074,
The Boxtrolls,114552,
This Is Where I Leave You,114601,
Tusk,114670,
The Best of Me,115147,
Plastic,115151,
St. Vincent,115231,
The Book of Life,115664,
Zulu,116207,
Drive Hard,116419,
Inherent Vice,116799,
Beyond the Lights,117456,
