title,movieId,rating
The Naked Gun 33⅓: The Final Insult,370,
Ri¢hie Ri¢h,374,
The River Wild,376,
Timecop,379,
Wolf,382,
Wyatt Earp,383,
A Low Down Dirty Shame,387,
Street Fighter,393,
Highlander III: The Sorcerer,405,
The Age of Innocence,412,
Beverly Hills Cop III,420,
Cliffhanger,434,
Dazed and Confused,441,
The Firm,454,
The Hudsucker Proxy,471,
The Inkwell,476,
What's Love Got to Do with It,477,
Killing Zoe,482,
Last Action Hero,485,
Menace II Society,493,
Executive Decision,494,
Much Ado About Nothing,497,
The Piano,509,
Poetic Justice,510,
The Remains of the Day,515,
Renaissance Man,516,
RoboCop 3,519,
Romeo Is Bleeding,521,
Ruby in Paradise,523,
Serial Mom,532,
The Shadow,533,
Shadowlands,534,
Super Mario Bros.,546,
Tombstone,553,
True Romance,555,
Welcome to the Dollhouse,562,
The Wild Bunch,599,
Heavy Metal,610,
The Pallbearer,612,
A Thin Line Between Love and Hate,626,
Sgt. Bilko,637,
Girl 6,639,
Courage Under Fire,647,
DragonHeart,653,
Faithful,664,
Barbarella,674,
Mrs. Winterbourne,691,
Flipper,711,
Le Hussard sur le toit,715,
Les visiteurs,718,
Multiplicity,719,
The Craft,724,
Thinner,742,
Spy Hard,743,
The Phantom,761,
Striptease,762,
The Fan,782,
The Cable Guy,784,
Kingpin,785,
Eraser,786,
The Nutty Professor,788,
Daylight,798,
Lone Star,800,
Harriet the Spy,801,
Phenomenon,802,
Walking and Talking,803,
She's the One,804,
A Time to Kill,805,
Fled,809,
The Adventures of Pinocchio,828,
The First Wives Club,830,
Ransom,832,
Chain Reaction,836,
Escape from L.A.,849,
Basquiat,851,
Tin Cup,852,
Bound,866,
Kansas City,869,
The Relic,879,
The Island of Dr. Moreau,880,
Bogus,885,
Halloween: The Curse of Michael Myers,891,
Singin' in the Rain,899,
It Happened One Night,905,
The Apartment,909,
Some Like It Hot,910,
My Fair Lady,914,
Rebecca,928,
Spellbound,931,
Top Hat,945,
Mr. Smith Goes to Washington,954,
Night of the Living Dead,968,
Cat on a Hot Tin Roof,971,
A Farewell to Arms,976,
Maximum Risk,990,
Michael Collins,991,
Set It Off,998,
Extreme Measures,1003,
The Glimmer Man,1004,
"20,000 Leagues Under the Sea",1019,
Cool Runnings,1020,
Freeway,1034,
The Lawnmower Man,1037,
That Thing You Do!,1042,
The Long Kiss Goodnight,1047,
The Ghost and the Darkness,1049,
Trees Lounge,1051,
Get on the Bus,1054,
Shadow Conspiracy,1055,
Everyone Says I Love You,1057,
Swingers,1060,
Sleepers,1061,
Willy Wonka & the Chocolate Factory,1073,
Sleeper,1077,
Bananas,1078,
The Doors,1093,
The Crying Game,1094,
Glengarry Glen Ross,1095,
Days of Thunder,1100,
A Streetcar Named Desire,1104,
The Funeral,1114,
The Return of the Pink Panther,1125,
The Abyss,1127,
The Fog,1128,
Escape from New York,1129,
The Howling,1130,
Private Benjamin,1135,
The English Patient,1183,
"Sex, Lies, and Videotape",1186,
Brazil,1199,
Lawrence of Arabia,1204,
To Kill a Mockingbird,1207,
Army of Darkness,1215,
Henry V,1224,
The Right Stuff,1231,
Das Boot,1233,
The Sting,1234,
Glory,1242,
The Bridge on the River Kwai,1250,
Evil Dead II,1261,
The Great Escape,1262,
Patton,1272,
アキラ,1274,
Highlander,1275,
Young Frankenstein,1278,
Fantasia,1282,
High Noon,1283,
Somewhere in Time,1286,
Gandhi,1293,
A Room with a View,1296,
Butch Cassidy and the Sundance Kid,1304,
April Fool's Day,1330,
Cape Fear,1343,
Cat People,1346,
The Omen,1350,
Blood and Wine,1351,
Albino Alligator,1352,
The Mirror Has Two Faces,1353,
Star Trek: First Contact,1356,
Shine,1357,
Sling Blade,1358,
Jingle All the Way,1359,
Star Trek: The Motion Picture,1371,
Star Trek VI: The Undiscovered Country,1372,
Star Trek V: The Final Frontier,1373,
Star Trek II: The Wrath of Khan,1374,
Star Trek III: The Search for Spock,1375,
Star Trek IV: The Voyage Home,1376,
Young Guns,1378,
Jaws 2,1388,
My Fellow Americans,1390,
Marvin's Room,1399,
Ghosts of Mississippi,1401,
Beavis and Butt-Head Do America,1405,
The Last of the Mohicans,1408,
Hamlet,1411,
Evita,1416,
Turbulence,1427,
Dante's Peak,1438,
Prefontaine,1442,
Waiting for Guffman,1449,
Absolute Power,1459,
Kama Sutra - A Tale of Love,1475,
The Saint,1479,
Smilla's Sense of Snow,1480,
Selena,1487,
The Devil's Own,1488,
Cats Don't Dance,1489,
Love and Other Catastrophes,1493,
Anaconda,1499,
Grosse Pointe Blank,1500,
8 Heads in a Duffel Bag,1503,
Volcano,1515,
Breakdown,1518,
Warriors of Virtue,1525,
Speed 2: Cruise Control,1556,
Dream with the Fishes,1563,
My Best Friend's Wedding,1569,
Chacun Cherche Son Chat,1571,
A Simple Wish,1583,
G.I. Jane,1586,
Conan the Barbarian,1587,
George of the Jungle,1588,
Cop Land,1589,
Event Horizon,1590,
Spawn,1591,
Air Bud,1592,
In the Company of Men,1594,
Conspiracy Theory,1597,
Steel,1599,
Money Talks,1604,
Air Force One,1608,
My Own Private Idaho,1611,
In & Out,1614,
The Edge,1615,
The Peacemaker,1616,
Seven Years in Tibet,1619,
Kiss the Girls,1620,
Soul Food,1621,
Ulee's Gold,1633,
The Ice Storm,1635,
Chasing Amy,1639,
How to Be a Player,1640,
The Full Monty,1641,
I Know What You Did Last Summer,1644,
Eve's Bayou,1660,
Switchback,1661,
Stripes,1663,
Mad City,1667,
The Rainmaker,1672,
Boogie Nights,1673,
Witness,1674,
Sliding Doors,1680,
Mortal Kombat: Annihilation,1681,
The Jackal,1687,
The Man Who Knew Too Little,1689,
Amistad,1693,
The Apostle,1694,
Deconstructing Harry,1701,
Flubber,1702,
Midnight in the Garden of Good and Evil,1711,
Scream 2,1717,
The Sweet Hereafter,1719,
The Postman,1726,
The Horse Whisperer,1727,
Kundun,1730,
Wag the Dog,1747,
Dark City,1748,
Hard Rain,1752,
Half Baked,1753,
Shooting Fish,1755,
Spice World,1760,
Deep Rising,1762,
The Replacement Killers,1769,
Sphere,1779,
Love and Death on Long Island,1794,
The Newton Boys,1804,
Wild Things,1805,
Primary Colors,1810,
Two Girls and a Guy,1816,
The Object of My Affection,1821,
Meet the Deedles,1822,
Barney's Great Adventure,1826,
Lost in Space,1831,
Mercury Rising,1833,
The Spanish Prisoner,1834,
City of Angels,1835,
He Got Game,1840,
Zero Effect,1845,
The Borrowers,1848,
一個好人,1858,
Karakter,1860,
The Big Hit,1866,
"Dancer, Texas Pop. 81",1870,
Clockwatchers,1875,
Deep Impact,1876,
Woo,1878,
Quest for Camelot,1881,
Bulworth,1883,
I Got the Hook Up,1886,
Hope Floats,1888,
Six Days Seven Nights,1894,
Can't Hardly Wait,1895,
بچه‌های آسمان,1900,
Hav Plenty,1903,
The X Files,1909,
Doctor Dolittle,1911,
Out of Sight,1912,
Smoke Signals,1914,
Buffalo '66,1916,
Lethal Weapon 4,1918,
Small Soldiers,1920,
Pi,1921,4
The Broadway Melody,1926,
You Can't Take It With You,1934,
How Green Was My Valley,1935,
The Lost Weekend,1938,
The Best Years of Our Lives,1939,
Gentleman's Agreement,1940,
The Greatest Show on Earth,1943,
From Here to Eternity,1944,
On the Waterfront,1945,
West Side Story,1947,
Tom Jones,1948,
A Man for All Seasons,1949,
Oliver!,1951,
Midnight Cowboy,1952,
The French Connection,1953,
Ordinary People,1956,
Chariots of Fire,1957,
Out of Africa,1959,
The Last Emperor,1960,5
Driving Miss Daisy,1962,
Repo Man,1965,
Metropolitan,1966,
A Nightmare on Elm Street Part 2: Freddy's Revenge,1969,
A Nightmare on Elm Street 3: Dream Warriors,1970,
A Nightmare on Elm Street 4: The Dream Master,1971,
A Nightmare on Elm Street 5: The Dream Child,1972,
Freddy's Dead: The Final Nightmare,1973,
Friday the 13th Part 2,1975,
Friday the 13th Part III,1976,
Friday the 13th: The Final Chapter,1977,
Friday the 13th: A New Beginning,1978,
Friday the 13th Part VI: Jason Lives,1979,
Friday the 13th Part VII: The New Blood,1980,
Friday the 13th Part VIII: Jason Takes Manhattan,1981,
Halloween III: Season of the Witch,1984,
Halloween 4: The Return of Michael Myers,1985,
Halloween 5: The Revenge of Michael Myers,1986,
Child's Play,1991,
Child's Play 2,1992,
Poltergeist,1994,
Poltergeist III,1996,
Exorcist II: The Heretic,1998,
Lethal Weapon 3,2002,
Gremlins 2: The New Batch,2004,
Metropolis,2010,
Dangerous Liaisons,2020,
Dune,2021,
The Last Temptation of Christ,2022,
Disturbing Behavior,2026,
The Black Hole,2034,
Hocus Pocus,2052,
The Negotiator,2058,
Roger & Me,2064,
Doctor Zhivago,2067,
The Mighty Ducks,2082,
The Muppet Christmas Carol,2083,
Return to Oz,2093,
Splash,2100,
The Outsiders,2114,
The Dead Zone,2118,
The Addams Family,2124,
EverAfter,2125,
Snake Eyes,2126,
Safe Men,2128,
The Clan of the Cave Bear,2147,
How Stella Got Her Groove Back,2154,
Slums of Beverly Hills,2155,
Dead Man on Campus,2169,
Next Stop Wonderland,2171,
Family Plot,2177,
Frenzy,2178,
Torn Curtain,2180,
The Trouble with Harry,2184,
54,2188,
I Married a Strange Person!,2189,
Dirty Work,2195,
Rounders,2231,
Simon Birch,2236,
Without Limits,2237,
We're No Angels,2264,
One True Thing,2272,
Six-String Samurai,2275,
Ronin,2278,
Urban Legend,2279,
Clay Pigeons,2280,
A Night at the Roxbury,2296,
What Dreams May Come,2297,
History of the World: Part I,2301,
My Cousin Vinny,2302,
Slam,2305,
Holy Man,2306,
The Mighty,2310,
The Elephant Man,2313,
Beloved,2314,
Bride of Chucky,2315,
Practical Magic,2316,
Happiness,2318,
Soldier,2322,
Orgazmo,2325,
Vampires,2328,
Living Out Loud,2331,
Gods and Monsters,2333,
The Siege,2334,
The Waterboy,2335,
Elizabeth,2336,
Velvet Goldmine,2337,
I Still Know What You Did Last Summer,2338,
The Rugrats Movie,2354,
Celebrity,2356,
Central do Brasil,2357,
Waking Ned,2359,
Festen,2360,
Pink Flamingos,2361,
Red Sonja,2373,
A View to a Kill,2376,
Lifeforce,2377,
Police Academy,2378,
Babe: Pig in the City,2384,
Home Fries,2385,
Very Bad Things,2387,
Little Voice,2390,
A Simple Plan,2391,
Star Trek: Insurrection,2393,
The Prince of Egypt,2394,
Rushmore,2395,
Shakespeare in Love,2396,
Pale Rider,2401,
Rambo III,2404,
Young Sherlock Holmes,2414,
You've Got Mail,2424,
The Thin Red Line,2427,
The Faculty,2428,
Mighty Joe Young,2429,
Patch Adams,2431,
Stepmom,2432,
A Civil Action,2433,
Tea with Mussolini,2436,
At First Sight,2445,
In Dreams,2446,
Varsity Blues,2447,
Howard the Duck,2450,
The Texas Chain Saw Massacre,2459,
The Texas Chainsaw Massacre 2,2460,
Peggy Sue Got Married,2469,
Crocodile Dundee,2470,
Crocodile Dundee II,2471,
The Color of Money,2474,
She's All That,2485,
Payback,2490,
Simply Irresistible,2491,
20 Dates,2492,
Blast from the Past,2496,
Message in a Bottle,2497,
My Favorite Martian,2498,
Jawbreaker,2500,
200 Cigarettes,2504,
8MM,2505,
Breakfast of Champions,2507,
Pet Sematary,2513,
Meteor,2526,
Logan's Run,2528,
Beneath the Planet of the Apes,2530,
Battle for the Planet of the Apes,2531,
Conquest of the Planet of the Apes,2532,
Escape from the Planet of the Apes,2533,
Analyze This,2539,
The Corruptor,2540,
Cruel Intentions,2541,
The Deep End of the Ocean,2546,
The Rage: Carrie 2,2548,
Wing Commander,2549,
Baby Geniuses,2555,
Ravenous,2560,
Doug's 1st Movie,2566,
Edtv,2567,
Among Giants,2569,
A Walk on the Moon,2570,
"Tango, no me dejes nunca",2573,
The Out-of-Towners,2574,
Go,2580,
Pushing Tin,2598,
Election,2599,
eXistenZ,2600,
Entrapment,2605,
Idle Hands,2606,
Dick Tracy,2616,
Mommie Dearest,2639,
Superman II,2641,
Superman III,2642,
Superman IV: The Quest for Peace,2643,
The Thirteenth Floor,2672,
The Loss of Sexual Innocence,2674,
Instinct,2676,
Desert Blue,2678,
Limbo,2682,
The Red Violin,2686,
The General's Daughter,2688,
An Ideal Husband,2690,
Lola rennt,2692,
Trekkies,2693,
Arachnophobia,2699,
Summer of Sam,2702,
Arlington Road,2707,
Muppets from Space,2709,
Lake Placid,2713,
The Wood,2714,
The Velocity of Gary,2715,
Drop Dead Gorgeous,2718,
The Haunting,2719,
Inspector Gadget,2720,
Deep Blue Sea,2722,
Mystery Men,2723,
Runaway Bride,2724,
Twin Falls Idaho,2725,
Lolita,2729,
Barry Lyndon,2730,
The Golden Child,2735,
The Color Purple,2739,
Little Shop of Horrors,2746,
Radio Days,2750,
Dick,2759,
The Thomas Crown Affair,2763,
Illuminata,2767,
The Yards,2769,
Bowfinger,2770,
Brokedown Palace,2771,
Detroit Rock City,2772,
National Lampoon's Vacation,2795,
Oscar and Lucinda,2801,
The Pelican Brief,2803,
A Christmas Story,2804,
Mickey Blue Eyes,2805,
Universal Soldier: The Return,2807,
Love Stinks,2809,
In Too Deep,2812,
Medicine Man,2822,
The 13th Warrior,2826,
The Astronaut's Wife,2827,
Dudley Do-Right,2828,
The Muse,2829,
Chill Factor,2835,
Outside Providence,2836,
Stigmata,2840,
Stir of Echoes,2841,
Blue Streak,2860,
For Love of the Game,2861,
A Hard Day's Night,2863,
Double Jeopardy,2881,
Jakob the Liar,2882,
Mumford,2883,
The Adventures of Elmo in Grouchland,2886,
Drive Me Crazy,2888,
"Mystery, Alaska",2889,
Three Kings,2890,
"Happy, Texas",2891,
Random Hearts,2906,
Superstar,2907,
Boys Don't Cry,2908,
The Limey,2912,
High Plains Drifter,2921,
Hang 'em High,2922,
Il conformista,2925,
Reds,2929,
Days of Heaven,2932,
Niagara,2939,
Flashdance,2942,
From Russia with Love,2948,
The Blue Lagoon,2950,
The Story of Us,2961,
The Straight Story,2966,
Time Bandits,2968,
All That Jazz,2971,
Bats,2974,
The Best Man,2975,
Bringing Out the Dead,2976,
Crazy in Alabama,2977,
Three to Tango,2978,
For Your Eyes Only,2989,
Licence to Kill,2990,
Live and Let Die,2991,
Thunderball,2993,
House on Haunted Hill,2995,
Dreaming of Joseph Lees,2998,
The Bone Collector,3005,
The Insider,3006,
Creepshow,3016,
Creepshow 2,3017,
Nighthawks,3029,
La Guerre du feu,3036,
Trading Places,3039,
The Incredibly True Adventure of Two Girls In Love,3046,
Under the Rainbow,3048,
Anywhere But Here,3051,
Dogma,3052,
Joan of Arc,3053,
Felicia's Journey,3055,
The Longest Day,3062,
Tora! Tora! Tora!,3066,
The Verdict,3068,
Scrooged,3087,
Maurice,3094,
Fatal Attraction,3101,
Midnight Run,3104,
The Fisher King,3108,
End of Days,3113,
Flawless,3115,
Ride with the Devil,3117,
Tumbleweeds,3118,
The End of the Affair,3125,
Cradle Will Rock,3145,
Deuce Bigalow: Male Gigolo,3146,
Anna and the King,3155,
Fantasia 2000,3159,
Magnolia,3160,
Topsy-Turvy,3163,
Any Given Sunday,3173,
Man on the Moon,3174,
Galaxy Quest,3175,
The Talented Mr. Ripley,3176,
Next Friday,3177,
The Hurricane,3178,
Angela's Ashes,3179,
Play It to the Bone,3180,
Snow Falling on Cedars,3185,
"Girl, Interrupted",3186,
My Dog Skip,3189,
Supernova,3190,
The Boys from Brazil,3204,
National Lampoon's Loaded Weapon 1,3208,
Fast Times at Ridgemont High,3210,
Down to You,3225,
Eye of the Beholder,3238,
Isn't She Great,3239,
The Big Tease,3240,
Malcolm X,3246,
Alive,3250,
Wayne's World,3253,
A League of Their Own,3255,
Patriot Games,3256,
The Bodyguard,3257,
Death Becomes Her,3258,
Howards End,3260,
El Mariachi,3267,
Scream 3,3273,
The Boondock Saints,3275,
Gun Shy,3276,
Snow Day,3286,
The Tigger Movie,3287,
Boiler Room,3298,
Hanging Up,3299,
The Whole Nine Yards,3301,
Reindeer Games,3316,
Wonder Boys,3317,
Deterrence,3318,
Drowning Mona,3324,
The Next Best Thing,3325,
What Planet Are You From?,3326,
Beyond the Mat,3327,
Ghost Dog: The Way of the Samurai,3328,
Mission to Mars,3354,
The Ninth Gate,3355,
American Graffiti,3363,
JFK,3386,
Shanghai Surprise,3390,
The Muppet Movie,3396,
Erin Brockovich,3408,
Animal House,3421,
She's Gotta Have It,3422,
School Daze,3423,
Do the Right Thing,3424,
Mo' Better Blues,3425,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3439,
Teenage Mutant Ninja Turtles III,3440,
Red Dawn,3441,
Bloodsport,3444,
"Good Morning, Vietnam",3448,
Romeo Must Die,3452,
Here On Earth,3453,
Whatever It Takes,3454,
Modern Times,3462,
Hud,3467,
The Hustler,3468,
La Bamba,3478,
Ladyhawke,3479,
High Fidelity,3481,
The Road to El Dorado,3483,
The Skulls,3484,
Солярис,3503,
Network,3504,
Frequency,3510,
Ready to Rumble,3511,
Return to Me,3512,
Force 10 from Navarone,3519,
The Prince of Tides,3528,
The Postman Always Rings Twice,3529,
28 Days,3534,
Keeping the Faith,3536,
East Is East,3538,
Diner,3543,
Caddyshack,3552,
Gossip,3553,
Love & Basketball,3554,
U-571,3555,
The Virgin Suicides,3556,
The Flintstones in Viva Rock Vegas,3564,
Where the Heart Is,3565,
Smiling Fish & Goat On Fire,3568,
I Dreamed of Africa,3579,
Human Traffic,3581,
Battlefield Earth,3593,
Center Stage,3594,
Screwed,3596,
Dinosaur,3615,
Loser,3616,
Road Trip,3617,
Small Time Crooks,3618,
Shanghai Noon,3624,
On Her Majesty's Secret Service,3633,
The Spy Who Loved Me,3635,
Moonraker,3638,
The Man with the Golden Gun,3639,
Big Momma's House,3646,
Blazing Saddles,3671,
Benji,3672,
Eraserhead,3676,
Flatliners,3686,
Porky's,3688,
The Toxic Avenger,3693,
The Toxic Avenger Part II,3694,
Predator 2,3697,
The Running Man,3698,
Mad Max Beyond Thunderdome,3704,
Nine 1/2 Weeks,3707,
Firestarter,3708,
Action Jackson,3710,
The Conversation,3730,
Big Trouble in Little China,3740,
Boys and Girls,3743,
Shaft,3744,
Titan A.E.,3745,
Jesus' Son,3747,
The Adventures of Rocky & Bullwinkle,3754,
The Perfect Storm,3755,
The Kentucky Fried Movie,3760,
Bound by Honor,3761,
House Party 2,3774,
The Kid,3784,
But I'm a Cheerleader,3786,
Groove,3790,
Footloose,3791,
Duel in the Sun,3792,
Chuck & Buck,3794,
What Lies Beneath,3798,
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,3812,
Thomas and the Magic Railroad,3820,
Nutty Professor II: The Klumps,3821,
Autumn in New York,3824,
Coyote Ugly,3825,
Hollow Man,3826,
Space Cowboys,3827,
The Brain That Wouldn't Die,3833,
Phantasm II,3837,
Aimee & Jaguar,3854,
Bless the Child,3857,
Cecil B. Demented,3858,
The Replacements,3861,
The Cell,3863,
Gojira ni-sen mireniamu,3864,
The Original Kings of Comedy,3865,
The Naked Gun 2½: The Smell of Fear,3869,
The Art of War,3879,
Bring It On,3882,
Highlander: Endgame,3889,
Anatomie,3892,
Nurse Betty,3893,
The Watcher,3895,
The Way of the Gun,3896,
Almost Famous,3897,
Duets,3901,
Urbania,3903,
The Specials,3905,
Urban Legends: Final Cut,3908,
Woman on Top,3909,
Dancer in the Dark,3910,
Best in Show,3911,
The Broken Hearts Club: A Romantic Comedy,3914,
Remember the Titans,3916,
Hellraiser,3917,
Bamboozled,3943,
Digimon: The Movie,3945,
Get Carter,3946,
The Contender,3952,
The Ladies Man,3955,
Lost Souls,3956,
Billy Elliot,3967,
Bedazzled,3968,
Pay It Forward,3969,
...E tu vivrai nel terrore! L'aldilà,3970,
醉拳二,3972,
Book of Shadows: Blair Witch 2,3973,
Lucky Numbers,3975,
The Legend of Bagger Vance,3978,
Little Nicky,3979,
Men of Honor,3980,
Red Planet,3981,
You Can Count on Me,3983,
Diamonds Are Forever,3984,
The 6th Day,3986,
Rugrats in Paris: The Movie,3990,
102 Dalmatians,3991,
Quills,3993,
Proof of Life,3998,
Vertical Limit,3999,
The Bounty,4000,
The Living Daylights,4005,
Wall Street,4007,
Born on the Fourth of July,4008,
Talk Radio,4009,
"Dude, Where’s My Car?",4015,
Pollock,4017,
Finding Forrester,4019,
The Family Man,4023,
The House of Mirth,4024,
Dracula 2000,4030,
All the Pretty Horses,4031,
Thirteen Days,4033,
Traffic,4034,
The Claim,4035,
Shadow of the Vampire,4036,
Gettysburg,4047,
Antitrust,4052,
Double Take,4053,
Save the Last Dance,4054,
The Pledge,4056,
Mystic Pizza,4062,
The Wedding Planner,4069,
Beverly Hills Cop II,4084,
The Brave Little Toaster,4090,
Cry Freedom,4095,
Hollywood Shuffle,4116,
Ishtar,4123,
Jaws: The Revenge,4124,
The Lost Boys,4128,
Head Over Heels,4141,
Valentine,4143,
Saving Silverman,4149,
Down to Earth,4153,
Sweet November,4155,
Monkeybone,4158,
3000 Miles to Graceland,4159,
The Mexican,4161,
See Spot Run,4162,
15 Minutes,4167,
Get Over It,4168,
The Greatest Story Ever Told,4189,
Elmer Gantry,4190,
Double Impact,4200,
Harley Davidson and the Marlboro Man,4203,
River's Edge,4218,
C.H.U.D.,4222,
Exit Wounds,4224,
Heartbreakers,4228,
Say It Isn't So,4229,
Someone Like You...,4231,
Tomcats,4233,
The Tailor of Panama,4234,
Amores perros,4235,
Along Came a Spider,4238,
Pokémon 3: The Movie,4241,
Joe Dirt,4247,
Josie and the Pussycats,4248,
دایره,4252,
Crocodile Dundee in Los Angeles,4254,
Freddy Got Fingered,4255,
Driven,4265,
The Forsaken,4266,
Town & Country,4268,
Cleopatra,4274,
Krull,4275,
Angel Eyes,4305,
The Animal,4340,
Catch-22,4349,
Tootsie,4361,
Dr. Dolittle 2,4368,
Baby Boy,4371,
Crazy/Beautiful,4372,
Sexy Beast,4378,
Cats & Dogs,4386,
Kiss of the Dragon,4387,
Donovan's Reef,4401,
The Man Who Shot Liberty Valance,4406,
Salvador,4407,
Viskningar och rop,4422,
The Misfits,4428,
The Last Dragon,4442,
Final Fantasy: The Spirits Within,4446,
The Score,4448,
Bully,4450,
Made,4452,
Michael Jordan to the Max,4453,
"Bright Lights, Big City",4482,
The Land Before Time,4519,
My Stepmother is an Alien,4526,
The Return of the Living Dead,4533,
The Man from Snowy River,4535,
They Live,4553,
Twins,4558,
American Ninja 2: The Confrontation,4566,
Bill & Ted's Excellent Adventure,4571,
Black Rain,4572,
Major League,4623,
New York Stories,4628,
America's Sweethearts,4639,
Brother,4640,
Ghost World,4641,
Hedwig and the Angry Inch,4642,
キュア,4645,
Road House,4654,
Sea of Love,4661,
Tango & Cash,4673,
Troop Beverly Hills,4676,
UHF,4678,
Warlock,4682,
The Cotton Club,4690,
Def-Con 4,4691,
The Hotel New Hampshire,4692,
Original Sin,4699,
Paint Your Wagon,4709,
Osmosis Jones,4719,
American Outlaws,4721,
Session 9,4725,
Captain Corelli's Mandolin,4727,
Rat Race,4728,
Bubble Boy,4732,
The Curse of the Jade Scorpion,4733,
Jay and Silent Bob Strike Back,4734,
Ghosts of Mars,4735,
Summer Catch,4736,
Jeepers Creepers,4744,
O,4745,
3 Ninjas Kick Back,4749,
The Musketeer,4756,
Rock Star,4757,
L.I.E. Long Island Expressway,4765,
The Glass House,4770,
Hardball,4771,
Dinner Rush,4772,
Big Trouble,4774,
Glitter,4775,
"It's a Mad, Mad, Mad, Mad World",4799,
Pocketful of Miracles,4804,
Don't Say a Word,4814,
Hearts in Atlantis,4815,
Joy Ride,4821,
Max Keeble's Big Move,4822,
Serendipity,4823,
Can't Stop the Music,4831,
Coal Miner's Daughter,4835,
Bandits,4844,
Fiddler on the Roof,4857,
From Hell,4865,
The Last Castle,4866,
Riding in Cars with Boys,4867,
K-PAX,4874,
On the Line,4875,
Thir13en Ghosts,4876,
Life as a House,4880,
Domestic Disturbance,4885,
The One,4887,
Shallow Hal,4890,
The Wash,4895,
Novocaine,4898,
Black Knight,4899,
Spy Game,4901,
In the Bedroom,4903,
The Beastmaster,4915,
Dressed to Kill,4932,
Flash Gordon,4941,
Invasion U.S.A.,4949,
Behind Enemy Lines,4958,
The Business of Strangers,4965,
Not Another Teen Movie,4974,
Iris,4976,
Bill & Ted's Bogus Journey,4980,
How High,4989,
Jimmy Neutron: Boy Genius,4990,
Kate & Leopold,4992,
The Majestic,4994,
Ali,5009,
Yentl,5012,
Gosford Park,5013,
I Am Sam,5014,
Monster's Ball,5015,
The Shipping News,5016,
Dragonslayer,5039,
Conan the Destroyer,5040,
Impostor,5046,
Kung Pow: Enter the Fist,5047,
Snow Dogs,5048,
The Count of Monte Cristo,5064,
The Mothman Prophecies,5065,
The Adventures of Huck Finn,5076,
Slackers,5080,
Birthday Girl,5081,
Big Fat Liar,5092,
Collateral Damage,5093,
Rollerball,5094,
Baby's Day Out,5096,
Crossroads,5106,
Hart's War,5107,
John Q,5108,
Return to Never Land,5109,
Super Troopers,5110,
Dragonfly,5127,
Queen of the Damned,5128,
Mean Machine,5134,
Monsoon Wedding,5135,
The Bad News Bears,5139,
40 Days and 40 Nights,5151,
We Were Soldiers,5152,
All About the Benjamins,5170,
The Time Machine,5171,
Full Frontal,5172,
The Long Riders,5199,
Kissing Jessica Stein,5222,
Y tu mamá también,5225,
Sorority Boys,5255,
Stolen Summer,5256,
George Washington,5258,
Clockstoppers,5264,
Death to Smoochy,5265,
The Rookie,5267,
High Crimes,5282,
National Lampoon’s Van Wilder,5283,
Lucky Break,5285,
Changing Lanes,5293,
Frailty,5294,
The Sweetest Thing,5296,
My Big Fat Greek Wedding,5299,
Three Men and a Baby,5308,
Murder by Numbers,5312,
The Scorpion King,5313,
Nueve Reinas,5319,
Jason X,5323,
Life or Something Like It,5324,
Dogtown and Z-Boys,5325,
Salton Sea,5329,
Hollywood Ending,5348,
White Fang,5361,
The New Guy,5363,
Unfaithful,5364,
My Beautiful Laundrette,5367,
About a Boy,5377,
The Believer,5379,
The Importance of Being Earnest,5380,
The Last Waltz,5385,
Enough,5387,
Spirit: Stallion of the Cimarron,5389,
Thirteen Conversations About One Thing,5391,
The Sum of All Fears,5400,
Undercover Brother,5401,
Silent Running,5410,
Bad Company,5414,
Divine Secrets of the Ya-Ya Sisterhood,5415,
Scooby-Doo,5419,
Windtalkers,5420,
The Dangerous Lives of Altar Boys,5421,
She Wore a Yellow Ribbon,5440,
Juwanna Mann,5443,
Rabbit-Proof Fence,5446,
Sunshine State,5447,
Hey Arnold! The Movie,5448,
Mr. Deeds,5449,
Lovely & Amazing,5450,
Like Mike,5458,
The Crocodile Hunter: Collision Course,5462,
Reign of Fire,5463,
Eight Legged Freaks,5478,
K-19: The Widowmaker,5479,
Stuart Little 2,5480,
The Master of Disguise,5501,
Spy Kids 2: The Island of Lost Dreams,5504,
The Good Girl,5505,
Blood Work,5506,
The Adventures of Pluto Nash,5523,
Blue Crush,5524,
One Hour Photo,5528,
Undisputed,5531,
FearDotCom,5556,
Swimfan,5564,
Barbershop,5572,
Stealing Harvard,5573,
Betty Fisher et autres histoires,5575,
Igby Goes Down,5577,
Ballistic: Ecks vs. Sever,5609,
The Four Feathers,5611,
8 femmes,5613,
Secretary,5617,
Sweet Home Alabama,5620,
The Tuxedo,5621,
Moonlight Mile,5625,
Wasabi,5628,
Jonah: A VeggieTales Movie,5629,
Bloody Sunday,5632,
Welcome to Collinwood,5636,
The Rules of Attraction,5666,
Tuck Everlasting,5667,
White Oleander,5668,
Bowling for Columbine,5669,
Punch-Drunk Love,5673,
Swept Away,5675,
Abandon,5677,
The 51st State,5678,
Auto Focus,5680,
Real Women Have Curves,5685,
Jason Goes to Hell: The Final Friday,5691,
Blow Out,5712,
The Four Seasons,5745,
Modern Problems,5768,
Ghost Ship,5784,
Jackass: The Movie,5785,
All or Nothing,5788,
Frida,5791,
I Spy,5803,
